link	wikipedia_page	anchor_text	page_heading	surrounding_paragraph
https://www.ft.com/content/4205dfd0-c02c-4591-b7c3-0076dcc654fa	https://en.wikipedia.org/wiki/Talk:Bluesky_Social	FT article	Talk:Bluesky Social	"I've added a reference to the FT article which is probably the first reliable source I see mentioning anything concrete. One problem with the relative lack of sources is that the article ends up parroting marketing material suggesting things which are not currently true, such as the idea that Bluesky social the service is somehow ""open"" or uses certain W3C standards, which are actually ""temporarily"" not used. It would therefore be necessary to either remove any unsubstantiated technical claim for which there's no valid secondary source, or to draw more from whatever is available now (mostly blog posts by a handful experienced technologists who actually looked at the protocol, code and service). Nemo 06:24, 2 May 2023 (UTC)Reply[reply]"
https://rys.io/en/167.html	https://en.wikipedia.org/wiki/Talk:Bluesky_Social	"""temporarily"" not used"	Talk:Bluesky Social	"I've added a reference to the FT article which is probably the first reliable source I see mentioning anything concrete. One problem with the relative lack of sources is that the article ends up parroting marketing material suggesting things which are not currently true, such as the idea that Bluesky social the service is somehow ""open"" or uses certain W3C standards, which are actually ""temporarily"" not used. It would therefore be necessary to either remove any unsubstantiated technical claim for which there's no valid secondary source, or to draw more from whatever is available now (mostly blog posts by a handful experienced technologists who actually looked at the protocol, code and service). Nemo 06:24, 2 May 2023 (UTC)Reply[reply]"
https://modernfirearms.net/en/shotguns/u-s-a-shotguns/winchester-1200-2/	https://en.wikipedia.org/wiki/Talk:Winchester_Model_1200	https://modernfirearms.net/en/shotguns/u-s-a-shotguns/winchester-1200-2/	Talk:Winchester Model 1200	https://modernfirearms.net/en/shotguns/u-s-a-shotguns/winchester-1200-2/
https://modernfirearms.net/en/shotguns/u-s-a-shotguns/winchester-1300-eng/	https://en.wikipedia.org/wiki/Talk:Winchester_Model_1200	https://modernfirearms.net/en/shotguns/u-s-a-shotguns/winchester-1300-eng/	Talk:Winchester Model 1200	https://modernfirearms.net/en/shotguns/u-s-a-shotguns/winchester-1300-eng/ only slight modifications
https://www.gun-tests.com/shotguns/winchester-1200-defender-12-gauge/	https://en.wikipedia.org/wiki/Talk:Winchester_Model_1200	https://www.gun-tests.com/shotguns/winchester-1200-defender-12-gauge/	Talk:Winchester Model 1200	https://www.gun-tests.com/shotguns/winchester-1200-defender-12-gauge/
https://tvd.im/small-arms/4966-winchester-model-1200.html	https://en.wikipedia.org/wiki/Talk:Winchester_Model_1200	https://tvd.im/small-arms/4966-winchester-model-1200.html	Talk:Winchester Model 1200	https://tvd.im/small-arms/4966-winchester-model-1200.html 1200 manual
https://gunvalues.gundigest.com/winchester-repeating-arms/model-1300-series/	https://en.wikipedia.org/wiki/Talk:Winchester_Model_1200	https://gunvalues.gundigest.com/winchester-repeating-arms/model-1300-series/	Talk:Winchester Model 1200	https://gunvalues.gundigest.com/winchester-repeating-arms/model-1300-series/ values/description of 1300 configs
http://pdf.textfiles.com/manuals/FIREARMS/winchester_1200.pdf	https://en.wikipedia.org/wiki/Talk:Winchester_Model_1200	http://pdf.textfiles.com/manuals/FIREARMS/winchester_1200.pdf	Talk:Winchester Model 1200	http://pdf.textfiles.com/manuals/FIREARMS/winchester_1200.pdf
https://www.winchesterguns.com/content/dam/winchester-repeating-arms/support/owners-manuals/model1300-manual-om-s.pdf	https://en.wikipedia.org/wiki/Talk:Winchester_Model_1200	https://www.winchesterguns.com/content/dam/winchester-repeating-arms/support/owners-manuals/model1300-manual-om-s.pdf	Talk:Winchester Model 1200	https://www.winchesterguns.com/content/dam/winchester-repeating-arms/support/owners-manuals/model1300-manual-om-s.pdf 1300 manual
https://www.searsguns.com/	https://en.wikipedia.org/wiki/Talk:Winchester_Model_1200	https://www.searsguns.com/	Talk:Winchester Model 1200	"https://www.searsguns.com/
"
https://www.searsguns.com/single-post/2020/08/15/the-ted-williams-model-200-manual	https://en.wikipedia.org/wiki/Talk:Winchester_Model_1200	https://www.searsguns.com/single-post/2020/08/15/the-ted-williams-model-200-manual	Talk:Winchester Model 1200	https://www.searsguns.com/single-post/2020/08/15/the-ted-williams-model-200-manual
https://dashboard.wikiedu.org/training/students/drafting-in-sandbox/editing-an-existing-article-v2	https://en.wikipedia.org/wiki/User:855Quilly/Khokhloma	here	User:855Quilly/Khokhloma	"If you're working on improvements to an existing article, copy only one section at a time of the article to this sandbox to work on, and be sure to use an edit summary linking to the article you copied from. Do not copy over the entire article. You can find additional instructions here.
"
https://www.asiaone.com/football-hero-herisson	https://en.wikipedia.org/wiki/Wikipedia:Articles_for_deletion/Log/2023_May_2	this	Wikipedia:Articles for deletion/Log/2023 May 2	Article about former footballer who played as an amateur except for two seasons in the S. League, which fails WP:GNG. The online coverage is almost entirely routine/trivial (match reports, injury reports, transfer annoucements), with a few minor exceptions. There are two Q&A interviews included in the article (one from October 2015 and one from December 2015) with the first one containing nearly zero independent reporting, and the second appears to provide little independent reporting other than repeating the information the subject provided in the October interview. Aside from that, there is non-routine, but not in-depth coverage of his play in Singapore such as this 2014 Singapore League Cup match report; so Hérisson did well for his club in that cup semi-final, but it never translated into significant coverage. Overall, there's just not enough coverage for a player who is no more than a curiosity (an amateur French footballer who played in Singapore). Jogurney (talk) 03:14, 18 April 2023 (UTC)Reply[reply]
http://www.nwhsa.org.uk/horn.html	https://en.wikipedia.org/wiki/Blowing_horn	http://www.nwhsa.org.uk/horn.html	Blowing horn	"http://www.nwhsa.org.uk/horn.html Hunting calls for fox & deer
"
https://www.thejewishstar.com/stories/The-holiness-of-Hebrew-our-Lashon-Hakodesh,6709	https://en.wikipedia.org/wiki/Talk:Yiddish	https://www.thejewishstar.com/stories/The-holiness-of-Hebrew-our-Lashon-Hakodesh,6709	Talk:Yiddish	I became aware that Aamaic is referred to as Lashon HaKodesh (the Tongue of Holiness) in this article. I believe this to be misleading, for even if at occasional times it was referred to as such, as made apparent by 1 reference @Futhark raised, it is definitely not commonly referred to as such. As an orthodox jew I never heard it referred to as such, although every 5 year old orthodox jew will tell you Hebrew is Lashon Hakodesh. See the Mishna in Masechet Sotah 7:2-3 that refers to it as such. Indeed, the reason we refer to it as such has been discussed by early Jewish commentators, see Maimonides in Guide to the Perplexed 3:8, see also Nachmanides to Exodus 30:13, who both give reasons obviously only applicable to Hebrew. I believe the misconception we are discussing may have arose because of a statement of an early Jewish sage Rabbi Chanina quoted in the Talmud, Tractate Pesachim page 87b, where he states that Aramaic is akin to Lashon Hakodesh. Although from a Halachic (Jewish law) standpoint this may be the case, in practice only Hebrew is actually referred to as Lashon Hakodesh. For references see https://www.chabad.org/library/article_cdo/aid/3354288/jewish/Why-Is-Hebrew-Called-the-Holy-Tongue-Lashon-Hakodesh.html,  https://www.kby.org/english/torat-yavneh/view.asp?id=4010,  and https://www.thejewishstar.com/stories/The-holiness-of-Hebrew-our-Lashon-Hakodesh,6709, articles that clearly only reference Hebrew as Lashon Hakodesh. Indeed, besides the out of touch wikipedia article on Lashon Hakodesh (https://en.m.wikipedia.org/wiki/Lashon_Hakodesh), one would be hard pressed to find a relevant source that naturally refers to Aramaic as Lashon Hakodesh. I do hold the description should be corrected in that article too. Please provide any input you have, so hopefully we can reach a concensus on the correct course of action. 174.251.64.114 (talk) 06:50, 2 May 2023 (UTC)Reply[reply]
https://en.m.wikipedia.org/wiki/Lashon_Hakodesh	https://en.wikipedia.org/wiki/Talk:Yiddish	https://en.m.wikipedia.org/wiki/Lashon_Hakodesh	Talk:Yiddish	I became aware that Aamaic is referred to as Lashon HaKodesh (the Tongue of Holiness) in this article. I believe this to be misleading, for even if at occasional times it was referred to as such, as made apparent by 1 reference @Futhark raised, it is definitely not commonly referred to as such. As an orthodox jew I never heard it referred to as such, although every 5 year old orthodox jew will tell you Hebrew is Lashon Hakodesh. See the Mishna in Masechet Sotah 7:2-3 that refers to it as such. Indeed, the reason we refer to it as such has been discussed by early Jewish commentators, see Maimonides in Guide to the Perplexed 3:8, see also Nachmanides to Exodus 30:13, who both give reasons obviously only applicable to Hebrew. I believe the misconception we are discussing may have arose because of a statement of an early Jewish sage Rabbi Chanina quoted in the Talmud, Tractate Pesachim page 87b, where he states that Aramaic is akin to Lashon Hakodesh. Although from a Halachic (Jewish law) standpoint this may be the case, in practice only Hebrew is actually referred to as Lashon Hakodesh. For references see https://www.chabad.org/library/article_cdo/aid/3354288/jewish/Why-Is-Hebrew-Called-the-Holy-Tongue-Lashon-Hakodesh.html,  https://www.kby.org/english/torat-yavneh/view.asp?id=4010,  and https://www.thejewishstar.com/stories/The-holiness-of-Hebrew-our-Lashon-Hakodesh,6709, articles that clearly only reference Hebrew as Lashon Hakodesh. Indeed, besides the out of touch wikipedia article on Lashon Hakodesh (https://en.m.wikipedia.org/wiki/Lashon_Hakodesh), one would be hard pressed to find a relevant source that naturally refers to Aramaic as Lashon Hakodesh. I do hold the description should be corrected in that article too. Please provide any input you have, so hopefully we can reach a concensus on the correct course of action. 174.251.64.114 (talk) 06:50, 2 May 2023 (UTC)Reply[reply]
https://www.ubetoo.com/news/maglera-doe-boy-the-running-of-the-bulls-ft-25k/	https://en.wikipedia.org/wiki/Draft:Mekaeel_Haffajee	https://www.ubetoo.com/news/maglera-doe-boy-the-running-of-the-bulls-ft-25k/	Draft:Mekaeel Haffajee	https://www.ubetoo.com/news/maglera-doe-boy-the-running-of-the-bulls-ft-25k/
https://midrandreporter.co.za/320005/young-producer-on-the-rise/	https://en.wikipedia.org/wiki/Draft:Mekaeel_Haffajee	https://midrandreporter.co.za/320005/young-producer-on-the-rise/	Draft:Mekaeel Haffajee	https://midrandreporter.co.za/320005/young-producer-on-the-rise/
https://en.wiktionary.org/wiki/unconstitutional	https://en.wikipedia.org/wiki/Assassination_of_Ranasinghe_Premadasa	subverting the Constitution	Assassination of Ranasinghe Premadasa	In September 1991, Premadasa faced an impeachment in parliament led by former prime minister Sirimavo Bandaranaike, and backed by two formidable rivals from his own political party, Lalith Athulathmudali and Gamini Dissanayake, both of whom were also eventually assassinated by the LTTE. Premadasa was accused of corruption, favoritism, nepotism, as well as subverting the Constitution. The impeachment proceedings were later dismissed by Speaker of the Parliament M. H. Mohamed due to a lack of signatures.
https://www.chabad.org/library/article_cdo/aid/3354288/jewish/Why-Is-Hebrew-Called-the-Holy-Tongue-Lashon-Hakodesh.html	https://en.wikipedia.org/wiki/Talk:Yiddish	https://www.chabad.org/library/article_cdo/aid/3354288/jewish/Why-Is-Hebrew-Called-the-Holy-Tongue-Lashon-Hakodesh.html	Talk:Yiddish	I became aware that Aamaic is referred to as Lashon HaKodesh (the Tongue of Holiness) in this article. I believe this to be misleading, for even if at occasional times it was referred to as such, as made apparent by 1 reference @Futhark raised, it is definitely not commonly referred to as such. As an orthodox jew I never heard it referred to as such, although every 5 year old orthodox jew will tell you Hebrew is Lashon Hakodesh. See the Mishna in Masechet Sotah 7:2-3 that refers to it as such. Indeed, the reason we refer to it as such has been discussed by early Jewish commentators, see Maimonides in Guide to the Perplexed 3:8, see also Nachmanides to Exodus 30:13, who both give reasons obviously only applicable to Hebrew. I believe the misconception we are discussing may have arose because of a statement of an early Jewish sage Rabbi Chanina quoted in the Talmud, Tractate Pesachim page 87b, where he states that Aramaic is akin to Lashon Hakodesh. Although from a Halachic (Jewish law) standpoint this may be the case, in practice only Hebrew is actually referred to as Lashon Hakodesh. For references see https://www.chabad.org/library/article_cdo/aid/3354288/jewish/Why-Is-Hebrew-Called-the-Holy-Tongue-Lashon-Hakodesh.html,  https://www.kby.org/english/torat-yavneh/view.asp?id=4010,  and https://www.thejewishstar.com/stories/The-holiness-of-Hebrew-our-Lashon-Hakodesh,6709, articles that clearly only reference Hebrew as Lashon Hakodesh. Indeed, besides the out of touch wikipedia article on Lashon Hakodesh (https://en.m.wikipedia.org/wiki/Lashon_Hakodesh), one would be hard pressed to find a relevant source that naturally refers to Aramaic as Lashon Hakodesh. I do hold the description should be corrected in that article too. Please provide any input you have, so hopefully we can reach a concensus on the correct course of action. 174.251.64.114 (talk) 06:50, 2 May 2023 (UTC)Reply[reply]
https://dashboard.wikiedu.org/training/students/drafting-in-sandbox/editing-an-existing-article-v2	https://en.wikipedia.org/wiki/User:Nancyrm127/Jigsaw_puzzle	here	User:Nancyrm127/Jigsaw puzzle	"If you're working on improvements to an existing article, copy only one section at a time of the article to this sandbox to work on, and be sure to use an edit summary linking to the article you copied from. Do not copy over the entire article. You can find additional instructions here.
"
https://www.uniprot.org/uniprotkb/P62945/variant-viewer	https://en.wikipedia.org/wiki/User:Applebananacantaloupe/60S_ribosomal_protein_L41/Bibliography	https://www.uniprot.org/uniprotkb/P62945/variant-viewer	User:Applebananacantaloupe/60S ribosomal protein L41/Bibliography	https://www.uniprot.org/uniprotkb/P62945/variant-viewer
https://iubmb.onlinelibrary.wiley.com/doi/pdf/10.1080/15216549800204792	https://en.wikipedia.org/wiki/User:Applebananacantaloupe/60S_ribosomal_protein_L41/Bibliography	https://iubmb.onlinelibrary.wiley.com/doi/pdf/10.1080/15216549800204792	User:Applebananacantaloupe/60S ribosomal protein L41/Bibliography	https://iubmb.onlinelibrary.wiley.com/doi/pdf/10.1080/15216549800204792
http://www.ebi.ac.uk/interpro/entry/InterPro/IPR007836/	https://en.wikipedia.org/wiki/User:Applebananacantaloupe/60S_ribosomal_protein_L41/Bibliography	http://www.ebi.ac.uk/interpro/entry/InterPro/IPR007836/	User:Applebananacantaloupe/60S ribosomal protein L41/Bibliography	http://www.ebi.ac.uk/interpro/entry/InterPro/IPR007836/
http://www.tmore.org.uk/308/history-of-the-school	https://en.wikipedia.org/wiki/Russell_Hill,_Croydon	Thomas More	Russell Hill, Croydon	After the first World War, the girls moved to a new site gifted by Charles Goschen known as Ballards, which became known as Russell School and Royal Russell School in 1853.[4] Perhaps fittingly the foundation stone for the chapel was laid in 1924 by the Prince of Wales, the grandson of Edward VII.[6] The boys moved to Ballards in 1961, and the school on Russell Hill was sold to the Roman Catholic Diocese of Southwark in 1962, which established Thomas More and Margaret Roper catholic schools on the site.[4]
https://www.margaretroper.croydon.sch.uk/	https://en.wikipedia.org/wiki/Russell_Hill,_Croydon	Margaret Roper	Russell Hill, Croydon	After the first World War, the girls moved to a new site gifted by Charles Goschen known as Ballards, which became known as Russell School and Royal Russell School in 1853.[4] Perhaps fittingly the foundation stone for the chapel was laid in 1924 by the Prince of Wales, the grandson of Edward VII.[6] The boys moved to Ballards in 1961, and the school on Russell Hill was sold to the Roman Catholic Diocese of Southwark in 1962, which established Thomas More and Margaret Roper catholic schools on the site.[4]
https://www.icevirtuallibrary.com/doi/abs/10.1680/ijoti.1940.14283	https://en.wikipedia.org/wiki/Russell_Hill,_Croydon	Vaux Graham	Russell Hill, Croydon	On the northeast outskirts, at the south end of the Purley Way playing fields is Russell Hill reservoir. It was opened on 11th July 1923 by Croydon's mayor, Alderman T W Wood Roberts.[7] At that time Croydon Corporation was responsible for supplying the borough's sanitation.[8] Croydon's population growth and finite water sources meant there was a risk that peak demand could not be met, particularly during droughts. The corporation's engineer, George F Carter, had proposed a new reservoir at Russell Hill as early as 1911,[9] which was estimated to cost £91,000,[10] three times the cost of the newly opened Waddon pumping station.[9] The high cost caused delay while an independent report was commissioned by the consulting engineer Vaux Graham, an enquiry by the government's Local Government Board in 1913[11] and World War 1 fought; the final cost was £900,000.[7] Despite holding 10M gallons, over 10 times the capacity of the Park Hill reservoir it replaced, this represented just two days supply.[7] The reservoir supplied premises lower than the reservoir (Croydon's low-level district) with water from Waddon and Surrey Street pumping stations.[11]
https://www.interpol.int/content/download/625/file/GI-02-Notices-2023-03-EN-1.pdf	https://en.wikipedia.org/wiki/File:Interpol_notice_emblems.svg	PDF file	File:Interpol notice emblems.svg	The logo is from the following website: http://interpol.int PDF file (archive URL: https://web.archive.org/web/20230502063500/https://www.interpol.int/content/download/625/file/GI-02-Notices-2023-03-EN-1.pdf)
http://interpol.int	https://en.wikipedia.org/wiki/File:Interpol_notice_emblems.svg	http://interpol.int	File:Interpol notice emblems.svg	The logo is from the following website: http://interpol.int PDF file (archive URL: https://web.archive.org/web/20230502063500/https://www.interpol.int/content/download/625/file/GI-02-Notices-2023-03-EN-1.pdf)
https://web.archive.org/web/20230502063500/https://www.interpol.int/content/download/625/file/GI-02-Notices-2023-03-EN-1.pdf	https://en.wikipedia.org/wiki/File:Interpol_notice_emblems.svg	https://web.archive.org/web/20230502063500/https://www.interpol.int/content/download/625/file/GI-02-Notices-2023-03-EN-1.pdf	File:Interpol notice emblems.svg	The logo is from the following website: http://interpol.int PDF file (archive URL: https://web.archive.org/web/20230502063500/https://www.interpol.int/content/download/625/file/GI-02-Notices-2023-03-EN-1.pdf)
https://www.imdb.com/title/tt13364748/	https://en.wikipedia.org/wiki/File:Asthamanam_poster.jpg	https://www.imdb.com/title/tt13364748/	File:Asthamanam poster.jpg	https://www.imdb.com/title/tt13364748/
https://www.espn.com/mlb/story/_/id/29161057/is-your-favorite-mlb-team-cursed	https://en.wikipedia.org/wiki/User_talk:PlanetStar	[1]	User talk:PlanetStar	"Either not notable or needs a rename. For example, the ESPN source[1] doesn't even mention Bob Short, while the first source, Defector[2] doesn't mention a ""curse"". Looking for better sources gave only 6 Google Hits in total[3] (!), which for such a high profile sport in the US is ridiculously low."
https://defector.com/bob-short-still-stinks	https://en.wikipedia.org/wiki/User_talk:PlanetStar	[2]	User talk:PlanetStar	"Either not notable or needs a rename. For example, the ESPN source[1] doesn't even mention Bob Short, while the first source, Defector[2] doesn't mention a ""curse"". Looking for better sources gave only 6 Google Hits in total[3] (!), which for such a high profile sport in the US is ridiculously low."
https://naasongs.com.co/wp-content/uploads/2020/10/Andamaina-Manasulo-2007-jpeg.jpg	https://en.wikipedia.org/wiki/File:Andamaina-Manasulo-2007.jpg	https://naasongs.com.co/wp-content/uploads/2020/10/Andamaina-Manasulo-2007-jpeg.jpg	File:Andamaina-Manasulo-2007.jpg	https://naasongs.com.co/wp-content/uploads/2020/10/Andamaina-Manasulo-2007-jpeg.jpg
http://en.2023jawc.org/file/emblem.ai	https://en.wikipedia.org/wiki/File:2023_Asian_Weightlifting_Championships.png	http://en.2023jawc.org/file/emblem.ai	File:2023 Asian Weightlifting Championships.png	http://en.2023jawc.org/file/emblem.ai
https://bingeddata.s3.amazonaws.com/uploads/2021/03/pingara.jpg	https://en.wikipedia.org/wiki/File:Pingara.jpg	https://bingeddata.s3.amazonaws.com/uploads/2021/03/pingara.jpg	File:Pingara.jpg	https://bingeddata.s3.amazonaws.com/uploads/2021/03/pingara.jpg
https://www.racquetball.ie/history.html	https://en.wikipedia.org/wiki/Cathal_MacSwiney_Brugha	[2]	Cathal MacSwiney Brugha	Brugha married in 1977 and had five children. Together with his wife, Brugha founded the Racquetball Association of Ireland and brought its first team to the World Games in California in 1981. [2]
https://www.njmtv.com/products/1299431932manasichi_Choodu_l.jpg	https://en.wikipedia.org/wiki/File:Manasichi_Choodu_(film).jpg	https://www.njmtv.com/products/1299431932manasichi_Choodu_l.jpg	File:Manasichi Choodu (film).jpg	https://www.njmtv.com/products/1299431932manasichi_Choodu_l.jpg
https://george-sam.com/	https://en.wikipedia.org/wiki/User:Shabo_George/sandbox	https://george-sam.com/	User:Shabo George/sandbox	"https://george-sam.com/
"
https://nicarb.org/	https://en.wikipedia.org/wiki/Femi_Falana	(NICArb)	Femi Falana	He is the father of Falz, a popular Nigerian rapper, singer, online comedian and actor[10] and husband to Nigerian women's rights activist Funmi Falana.[11] He belongs to many professional bodies: West African Bar Association, Member, Nigerian Bar Association and Member, Fellow of the Nigerian Institute of Chartered Arbitrators (NICArb), West African Bar Association, Member, Pan African Lawyers Union and Member, International Bar Association.[12][13][14]
https://www.euro-online.org/web/pages/255/distinguished-service-award-edsa	https://en.wikipedia.org/wiki/Cathal_MacSwiney_Brugha	[1]	Cathal MacSwiney Brugha	"Brugha is President of the Analytics Society of Ireland and Fellow of the Marketing Institute of Ireland. He served as Honorary Professor at the Techno India University in Kolkata, India.[6] Brugha applied the principles of nomology to areas including conflict resolution, endangered languages, rural planning in Tanzania, strategy in China and political analysis.[7][8][9][10][11][12][13]
He was co-organiser of the Conference of the Association of European Operational Research Societies EURO2019 UCD.[14] Received the EURO distinguished service award in 2022. [1]"
https://www.udayfoundation.org/	https://en.wikipedia.org/wiki/Uday_Foundation	www.udayfoundation.org	Rahul Verma	"www.udayfoundation.org
"
https://www.amazon.in/Kempa/dp/B00K848CCG	https://en.wikipedia.org/wiki/File:Kempa_film.jpg	https://www.amazon.in/Kempa/dp/B00K848CCG	File:Kempa film.jpg	https://www.amazon.in/Kempa/dp/B00K848CCG
https://images.desimartini.com/media/main/original/4d548c08-0205-4a8f-a56b-8db7e154ab86.jpg	https://en.wikipedia.org/wiki/File:Jai_Bajarangabali_poster.jpg	https://images.desimartini.com/media/main/original/4d548c08-0205-4a8f-a56b-8db7e154ab86.jpg	File:Jai Bajarangabali poster.jpg	https://images.desimartini.com/media/main/original/4d548c08-0205-4a8f-a56b-8db7e154ab86.jpg
https://www.theguardian.com/world/2023/may/01/canada-phallic-iceberg-photo-newfoundland-dildo	https://en.wikipedia.org/wiki/Wikipedia_talk:Please_be_a_giant_dick,_so_we_can_ban_you	https://www.theguardian.com/world/2023/may/01/canada-phallic-iceberg-photo-newfoundland-dildo	Wikipedia talk:Please be a giant dick, so we can ban you	https://www.theguardian.com/world/2023/may/01/canada-phallic-iceberg-photo-newfoundland-dildo is good... William M. Connolley (talk) 10:05, 2 May 2023 (UTC)Reply[reply]
https://s.shergroupusa.com	https://en.wikipedia.org/wiki/User_talk:Shergroupusa	[1]	User talk:Shergroupusa	Please do not add inappropriate external links to Wikipedia, as you did to Regional Security Office. Wikipedia is not a collection of links, nor should it be used for advertising or promotion. Inappropriate links include, but are not limited to, links to personal websites, links to websites with which you are affiliated (whether as a link in article text, or a citation in an article), and links that attract visitors to a website or promote a product. See the external links guideline and spam guideline for further explanations. Because Wikipedia uses the nofollow attribute value, its external links are disregarded by most search engines. If you feel the link should be added to the page, please discuss it on the associated talk page rather than re-adding it. [1] —Bruce1eetalk 10:09, 2 May 2023 (UTC)Reply[reply]
https://www.flipkart.com/premi-no-1-bisi-prema/p/itmb55ae1424e419	https://en.wikipedia.org/wiki/File:Prema_Prema_Prema.jpg	https://www.flipkart.com/premi-no-1-bisi-prema/p/itmb55ae1424e419	File:Prema Prema Prema.jpg	https://www.flipkart.com/premi-no-1-bisi-prema/p/itmb55ae1424e419
https://www.harvardmagazine.com/2015/05/a-feel-for-the-water	https://en.wikipedia.org/wiki/Charlie_Butt	https://www.harvardmagazine.com/2015/05/a-feel-for-the-water	Charlie Butt	"Charlie was married to Mildred Martin, a gym teacher at Washington-Lee from North Carolina. They lived in McLean, Virginia, and had five children: Susan, Sarah, Janie, Nancy and Charles III.[citation needed]. His son, Charles III (""Charley"") is a leading rowing coach and presently the Bolles-Parker Head Coach for Harvard Men's Heavyweight Crew.[2]</ref>[https://www.harvardmagazine.com/2015/05/a-feel-for-the-water Harvard Magazine A Feel for the Water</ref>"
https://www.aramean-dem.org/	https://en.wikipedia.org/wiki/Wikipedia:Articles_for_deletion/Aramean_Democratic_Organization	own website	Wikipedia:Articles for deletion/Aramean Democratic Organization	Fails WP:ORG. Lacks WP:V and almost no sign of WP:IS. Information mostly from own website. Shmayo (talk) 10:11, 2 May 2023 (UTC)Reply[reply]
https://commons.wikimedia.org/wiki/Data:Eastern_variable_skink_range.map	https://en.wikipedia.org/wiki/Module_talk:Mapframe	https://commons.wikimedia.org/wiki/Data:Eastern_variable_skink_range.map	Module talk:Mapframe	Hello, for the first time I added newline-delimited GeoJSON data to https://commons.wikimedia.org/wiki/Data:Eastern_variable_skink_range.map which works, but in Wikipedia https://en.wikipedia.org/wiki/Trachylepis_varia it doesn't show. I don't know if I did something wrong or it's because I used newline-delimited GeoJSON. Thank you, Maqdisi (talk) 10:12, 2 May 2023 (UTC)Reply[reply]
https://www.aramean-dem.org/	https://en.wikipedia.org/wiki/Wikipedia:Articles_for_deletion/Log/2023_May_2	own website	Wikipedia:Articles for deletion/Log/2023 May 2	Fails WP:ORG. Lacks WP:V and almost no sign of WP:IS. Information mostly from own website. Shmayo (talk) 10:11, 2 May 2023 (UTC)Reply[reply]
https://www.amazon.com/Advaitha-Achyut-Kumar/dp/B079ZL26J1	https://en.wikipedia.org/wiki/File:Advaitha_film.jpg	https://www.amazon.com/Advaitha-Achyut-Kumar/dp/B079ZL26J1	File:Advaitha film.jpg	https://www.amazon.com/Advaitha-Achyut-Kumar/dp/B079ZL26J1
https://djnaploja.files.wordpress.com/2015/11/magyar-kirc3a1lysc3a1g-xiii-sz.jpg	https://en.wikipedia.org/wiki/Talk:Vlach_law	[7]	Talk:Vlach law	Moroever he admits, the base of the map was this map: which made in 2008 and it is already on the article: File:Hungary 13th cent.png (you can see Romanian population showed there also) and the source of that map was an academic map: [7]
https://www.researchgate.net/publication/286480237_The_Vlachs_-_several_research_problems	https://en.wikipedia.org/wiki/Talk:Vlach_law	[9]	Talk:Vlach law	It is very tricky the user provide many random source to pretend his map is based on real sources. This is also a marked source: Czamańska, Ilona. The Vlachs – several research problems [9] Again, no map there, even not much talk about Hungarian regions. This is also marked: Balcanica Posnaniensia - Acta et studia n° 22, february 2015, again no map there [10] (Romanian academic source) Even I see they are writing about the Vlach law whitout any Daco-Roman content, seems it is embarassing for modern Romanian academics. I see modern Romanian scholars are different than the Pop Aurel line with the Romanian nationalcommunist ideologies.
https://pressto.amu.edu.pl/index.php/bp/issue/view/309	https://en.wikipedia.org/wiki/Talk:Vlach_law	[10]	Talk:Vlach law	It is very tricky the user provide many random source to pretend his map is based on real sources. This is also a marked source: Czamańska, Ilona. The Vlachs – several research problems [9] Again, no map there, even not much talk about Hungarian regions. This is also marked: Balcanica Posnaniensia - Acta et studia n° 22, february 2015, again no map there [10] (Romanian academic source) Even I see they are writing about the Vlach law whitout any Daco-Roman content, seems it is embarassing for modern Romanian academics. I see modern Romanian scholars are different than the Pop Aurel line with the Romanian nationalcommunist ideologies.
https://commons.wikimedia.org/wiki/File:Kingdom_of_Hungary_-_Ethnic_Map_-_1495.jpg	https://en.wikipedia.org/wiki/Talk:Vlach_law	https://commons.wikimedia.org/wiki/File:Kingdom_of_Hungary_-_Ethnic_Map_-_1495.jpg	Talk:Vlach law	This is also strange, that you did not like this map which is a modern academic work by Hungarian scholars regarding the history of their own country: https://commons.wikimedia.org/wiki/File:Kingdom_of_Hungary_-_Ethnic_Map_-_1495.jpg
http://www.mtafki.hu/konyvtar/kiadv/mna3_en.html	https://en.wikipedia.org/wiki/Talk:Vlach_law	http://www.mtafki.hu/konyvtar/kiadv/mna3_en.html	Talk:Vlach law	http://www.mtafki.hu/konyvtar/kiadv/mna3_en.html
https://www.nemzetiatlasz.hu/MNA/3_en.html	https://en.wikipedia.org/wiki/Talk:Vlach_law	https://www.nemzetiatlasz.hu/MNA/3_en.html	Talk:Vlach law	https://www.nemzetiatlasz.hu/MNA/3_en.html
news://	https://en.wikipedia.org/wiki/User:Obsidian_Soul/sandbox/Userpage_design	news://	User:Obsidian Soul/sandbox/Userpage design	"The URL must start with a supported URI scheme. http:// and https:// are always supported. gopher://, irc://, ircs://, ftp://, news:// and mailto: will create a link and an icon but require an agent registered in the browser.
"
https://afsafrica.org/	https://en.wikipedia.org/wiki/International_Union_for_the_Protection_of_New_Varieties_of_Plants	AFSA	International Union for the Protection of New Varieties of Plants	Several social movements and civil society organisations such as South Center, GRAIN, AFSA, SEARICE, Third World Network, and La Via Campesina[56] have critisised UPOV Secretariatpointed. Some of the have pointet out the resistance of the UPOV Secretariat and Member States to dialogue with all interested parties, in particular:
